Title,Artist,Lyrics
Ist da jemand,Adel Tawil,"Ohne Ziel läufst du durch die Straßen
Durch die Nacht, kannst wieder mal nicht schlafen
Du stellst dir vor, dass jemand an dich denkt
Es fühlt sich an als wärst du ganz alleine
Auf deinem Weg liegen riesengroße Steine
Und du weißt nicht, wohin du rennst

Wenn der Himmel ohne Farben ist
Schaust du nach oben und manchmal fragst du dich

Ist da jemand, der mein Herz versteht?
Und der mit mir bis ans Ende geht?
Ist da jemand, der noch an mich glaubt?
Ist da jemand? Ist da jemand?
Der mir den Schatten von der Seele nimmt?
Und mich sicher nach Hause bringt?
Ist da jemand, der mich wirklich braucht?
Ist da jemand? Ist da jemand?

Um dich rum lachende Gesichter
Du lachst mit, der Letzte lässt das Licht an
Die Welt ist laut und dein Herz ist taub
Du hast gehofft, dass eins und eins gleich zwei ist
Und irgendwann irgendwer dabei ist
Der mit dir spricht und keine Worte braucht

Wenn der Himmel ohne Farben ist
Schaust du nach oben und manchmal fragst du dich

Ist da jemand, der mein Herz versteht?
Und der mit mir bis ans Ende geht?
Ist da jemand, der noch an mich glaubt?
Ist da jemand? Ist da jemand?
Der mir den Schatten von der Seele nimmt?
Und mich sicher nach Hause bringt?
Ist da jemand, der mich wirklich braucht?
Ist da jemand? Ist da jemand?

Wenn man nicht mehr danach sucht
Kommt so vieles von allein
Hinter jeder neuen Tür
Kann die Sonne wieder schein'n

Du stehst auf mit jedem neuen Tag
Weil du weißt, dass die Stimme...
Die Stimme in dir sagt...

Da ist jemand, der dein Herz versteht
Und der mit dir bis ans Ende geht
Wenn du selber nicht mehr an dich glaubst
Dann ist da jemand, ist da jemand!
Der dir den Schatten von der Seele nimmt
Und dich sicher nach Hause bringt
Immer wenn du es am meisten brauchst
Dann ist da jemand, ist da jemand!
Da ist jemand, der dein Herz versteht
Und der mit dir bis ans Ende geht
Wenn du selber nicht mehr an dich glaubst
Dann ist da jemand, ist da jemand!
Der dir den Schatten von der Seele nimmt
Und dich sicher nach Hause bringt
Immer wenn du es am meisten brauchst
Dann ist da jemand, ist da jemand!

Dann ist da jemand, ist da jemand!
Dann ist da jemand, ist da jemand!"
Nummer 1,Zuna feat. Azet & Noizy,"Immer noch jeden Tag Stress wie du siehst
Immer topfit, denn ich streck' bis zum Ziel
CLS Brabus, check Louis V
Viele Kunden warten, test' Kokain
Bam, bam, boom, meine Straße lebt (bam, bam)
Gehen einen andern Weg (ey)
Aber fließen Mamas Trän'n
Dreh' ich durch, baller' los, yallah, geh

Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
Wallah, bin die Nummer 1 nur für Mama
Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
Wallah, bin die Nummer 1 nur für Mama

Entweder Knast oder Tod
Ist die Aussicht, da, wo ich wohn'
Überfälle starten in Not
Im Vollrausch, Kickdown und jagen Million'n
Dieser Junge, der für Umsatz einsticht
Hab' 'ne Wumme immer unter mei'm Sitz
Kein Fick, wenn er Polizei trifft
Für Hunnis Weiß tickt und mit Bruder einsitzt
KMN, meine Artillerie
Ich mach' dich süchtig mit Amphetamin
Halt die Fresse, wir woll'n Batzen verdien'n
Und deshalb hab' ich immer auf der Waage zu viel

Immer noch jeden Tag Stress wie du siehst
Immer topfit, denn ich streck' bis zum Ziel
CLS Brabus, check Louis V
Viele Kunden warten, test' Kokain
Bam, bam, boom, meine Straße lebt (bam, bam)
Gehen einen andern Weg (ey)
Aber fließen Mamas Trän'n
Dreh' ich durch, baller' los, yallah, geh

Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
Wallah, bin die Nummer 1 nur für Mama
Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
Wallah, bin die Nummer 1 nur für Mama

[Noizy:]
Tu bo miliona dhe skena diploma, mmh
Sbojm teori por i praktikojna, mmh
Gangsterat na dojn per jeten qe bojna, OTR
Bitches be lovin' the gang, kan qef me nejt me kampiona
Hey shoki, ah
Ki kujdes ti ca fol shoki, ah
Kam cuna neper rrug shoki, ah
Me keta ne mes sbon mu fut shoki
Se nuk o mir tash, nuk t'njofim, ah
Nese s'fol money nuk folim, ah
Shtat shifra nese e firmosim
Shtat bitches and I'm still calling, yeah, I'm still calling
Like mirdita Melissa
Bytht e trasha dhe floket me rrica
Bojm qef po kurr nuk i ngjitna
Straight Hennessy kurr si perzijna

[Azet & Azet (Zuna):]
Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
Wallah, bin die Nummer 1 nur für Mama
Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
(Wallah, bin die Nummer 1 nur für Mama)

[Zuna:]
Langsam, Baby, langsam
KMN, fast money, Diggi, Gangster (wouh)
Entweder Knast oder Yachtmaster
Geben Fick, Schüsse fall'n, Pisser, wenn du abfuckst (brr, brr)
Wallah, will die Welt, Mademoiselle (woah)
Handy auf Dauerschleife, ist besetzt
Kein Standard – nicht das, was du kennst
Malaka, köpf' Flasche im Strandhotel (bra)
Bam, boom, meine Straße lebt
Bin die Nummer 1 nur für Mama (haha)
Brüder ticken groß, drücken KGs
Speedboat – checken Koks bis Panama (brraa)
Patte fließt, Patte fließt (Patte fließt)
Kokain, Kokain (Kokain)
Volles Magazin, Magazin
Für meine Enemys, Enemys (brr, brraa)

[Azet:]
Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
Wallah, bin die Nummer 1 nur für Mama
Lala, bin die Nummer 1 nur für Mama
Das allerletzte Mal Strafhaft
Wallah, bin die Nummer 1 nur für Mama"
Herzbeben,Helene Fischer,"Durch meine Venen fließt der Bass
Hämmert gegen meine Sehnen
Auf das Leben ist Verlass
Es hat noch viel zu geben
Und ich nehm' deine Hand
Muss tanzen, immer weiter
Ich vergesse den Verstand
Der Horizont wird breiter

Herzbeben, lass uns leben, wir woll'n was erleben
Herzbeben, vorwärts, Herz, lass es beben, beben
Herzbeben, deinem Beat total ergeben
Lass mich leben, Herzbeben, lass es beben

Herzbeben, lass uns leben, wir woll'n was erleben
Herzbeben, vorwärts, Herz, lass es beben, beben
Herzbeben, lass uns durch die Decke heben
Herzbeben, lass uns leben, lass doch unsre Körper reden
Reiß dich los, ich will schweben, dir entgegen
Herzbeben, lass uns leben
Komm und reiß dich los, ja, wir haben uns gefunden
Unsere Seelen sind verbunden
Herzbeben

Ja, mein Herzschlag ist, was zählt
Der Beat macht mich lebendig
Hab dich längst schon ausgewählt
Bin völlig überwältigt
Komm mit auf meine Umlaufbahn
Bring mich aus dem Takt
Vergessen wir den Lebensplan
Genießen den Kontakt

Spürst du den Rhythmus? Dann steig mit ein
Das kann unsere Reise sein

Herzbeben, lass uns leben, wir woll'n was erleben
Herzbeben, vorwärts, Herz, lass es beben, beben
Herzbeben, lass uns durch die Decke heben
Herzbeben, lass uns leben, lass doch unsre Körper reden
Reiß dich los, ich will schweben, dir entgegen
Herzbeben, lass uns leben
Komm und reiß dich los, ja, wir haben uns gefunden
Unsere Seelen sind verbunden
Herzbeben

Verlangsamt sich der Puls der Nacht, doch mein
Mein Atem möcht' dich finden
Der Tag ist längst nicht aufgewacht, wenn sich
Wenn sich die Energien verbünden

Spürst du immer noch mein Herz?
Herzbeben
Herzbeben

Herzbeben, lass uns leben, wir woll'n was erleben
Herzbeben, vorwärts, Herz, lass es beben, beben
Herzbeben, lass uns durch die Decke heben
Herzbeben, lass uns leben, lass doch unsre Körper reden
Reiß dich los! Ich will schweben, dir entgegen
Herzbeben, lass uns leben
Komm und reiß dich los, ja, wir haben uns gefunden
Unsere Seelen sind verbunden
Herzbeben"
Chöre,Mark Foster,"Warum machst du dir nen' kopf?
Wovor hast du schiss?
Was gibt's da zu grübeln?
Was hast du gegen dich?
Ich versteh' dich nicht
Immer siehst du schwarz
Und bremst dich damit aus
Nichts ist gut genug
Du haust dich selber raus
Wann hörst du damit auf?

Wie ich dich sehe, ist für dich unbegreiflich
Komm' ich zeig's dir

Ich lass' konfetti für dich regnen
Ich schütt' dich damit zu
Ruf deinen namen aus allen boxen
Der beste mensch bist du
Ich roll' den roten teppich aus
Durch die stadt, bis vor dein haus
Du bist das ding für mich
Und die chöre singen für dich
Und die chöre singen für dich
Und die chöre singen für dich

Hör' auf, dich zu wehren
Das macht doch keinen sinn
Du hast da noch konfetti
In der falte auf der stirn
Warum willst du nicht kapier'n
Komm' mal raus aus deiner deckung
Ich seh' schon wie es blitzt
Lass' es mich kurz sehen
Hab fast vergessen, wie das ist
Du mit lächeln im gesicht

Wie ich dich sehe, ist für dich unbegreiflich
Komm' ich zeig's dir

Ich lass' konfetti für dich regnen
Ich schütt' dich damit zu
Ruf deinen namen aus allen boxen
Der beste mensch bist du
Ich roll' den roten teppich aus
Durch die stadt, bis vor dein haus
Du bist das ding für mich
Und die chöre singen für dich
Und die chöre singen für dich
Und die chöre singen für dich

Und die trompeten spielen für dich
Und die trommeln klingen für dich
Und die chöre singen für dich"
Primo,RAF Camora,"(Primo) Erst kam'n wir
Und alle sah'n, wie's eskaliert, ahh (ey), ey (Primo)
Es expandiert
Man spielt uns in Phuket, Ibiza, Budapest und es rasiert, ahh

Ah, wir war'n die Ersten (ja, Mann)
Die Ersten in Deutschland, Platin der Stempel (ja, Mann)
Plötzlich war'n Gangster am tanzen auf westafrikanischem Sample
Für sie war die Mucke nur Coco Jambo
Doch sah'n dann im Club: alle Frauen geh'n ab
Früher war'n ich und mein Kroko so broke
Heute hat Kroko ein Haus geschnappt
Schnapp, schnapp, schnapp
Ficke Prominente aus der Upperclass
Denn sie alle wollen Flaschen, Para, Schwanz
Egal, ob Camora oder Alabas
Also tanz, tanz, tanz
Noch 'n bisschen zu dem Beat für dein Snapchat
Es werden neidische Blicke geerntet
Doch es gibt kein'n Stress, du bist niemals Chef
Nur ein Nix, so wie Chefket

Nenn mich Primo, der Zweite, der Dritte schreibt keine Geschichte
Mein Team Primo, Jamaica, Afrika – Teil meiner Clique
Ja, Mann, Primo, Primo, lass ballern, mein Amigo
Willkommen in Wien, du findest mich unter der Sonne mit John und Farido

Ah, ah, kontrollier'n wie der Vatikan, Vatikan
Fressen Rapper auf – Kannibal'n, Kannibal'n
Gruß an meine Arabs und die Djungs ausm Balkan
Remmo Clan, Ali-Khan, ya salam
*Wrmm wrmm* im Panamera (ah)
Fucker, so wie Cannavaro
Tausende Probleme, aber Para lenkt ab
Hab' Schale aufm Kopf wie Calimero
Hoes kannten die Mucke von Rihanna und Drake
Doch wir kam'n ins Game wie N.W.A
*Pow pow pow*, alles zu spät
Siegesparade im Cabriolet
Jajaja, wir lassen uns geh'n
Kaufen von Donna Versace in Läden
Gar kein Problem
Alles wird enden, drum beginn' ich jetzt schon, die Tage zu zähl'n

Nenn mich Primo, der Zweite, der Dritte schreibt keine Geschichte
Mein Team Primo, Jamaica, Afrika – Teil meiner Clique
Ja, Mann, Primo, Primo, lass ballern, mein Amigo
Willkommen in Wien, du findest mich unter der Sonne mit John und Farido
Nenn mich Primo, der Zweite, der Dritte schreibt keine Geschichte
Mein Team Primo, Jamaica, Afrika – Teil meiner Clique
Ja, Mann, Primo, Primo, lass ballern, mein Amigo
Willkommen in Wien, du findest mich unter der Sonne mit John und Farido

Bruder, du kannst mir vertrau'n, West-Wien-Capo RA
Wenn es sein muss, komm' ich nachts in deinen Traum wie La Mano Nera
Drei Chays und ich in einem Raum, mein Schwanz macht Capoeira
Raben im Rücken reißt alles in Stücke – la omertà

Nenn mich Primo, der Zweite, der Dritte schreibt keine Geschichte
Mein Team Primo, Jamaica, Afrika – Teil meiner Clique
Ja, Mann, Primo, Primo, lass ballern, mein Amigo
Willkommen in Wien, du findest mich unter der Sonne mit John und Farido"
Die immer lacht,Stereoact feat. Kerstin Ott,"Oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, die immer lacht

Die ist die eine, die immer lacht
Die immer lacht, die immer lacht, die immer lacht
Oh die immer lacht
Und nur sie weiß, es ist nicht wie es scheint
Oh sie weint, oh sie weint, sie weint
Aber nur, wenn sie alleine ist
Denn sie ist, denn sie ist die eine (die eine, die eine)

Die immer lacht
Die immer lacht, immer lacht, immer lacht
Oh, die immer lacht, oh, die immer lacht
Die immer lacht
Die immer lacht, immer lacht, immer lacht
Oh, die immer lacht
Oh, die immer lacht (immer lacht, immer lacht, immer lacht)

Komm her, meine Süße, und reich mir deine Hand
Zeig mir wer du bist und du wirst sehen
Komm her, meine Süße, und reich mir deine Hand
Zeig mir, wer du bist und du wirst sehen
Wie es ist

Zu lachen, ohne dabei zu betrügen
Oh, zu weinen, du wirst sehen, wie sie dich lieben
Oh, zu lieben
Ich zeig dir, wie es geht

Sie ist die eine, die immer lacht
Die immer lacht, die immer lacht, die immer lacht
Oh die immer lacht
Und nur sie weiß, es ist nicht wie es scheint
Oh sie weint, oh sie weint, sie weint
Aber nur, wenn sie alleine ist
Denn sie ist, denn sie ist die eine (die eine, die eine)

Die immer lacht
Die immer lacht, immer lacht, immer lacht
Oh, die immer lacht
Oh, die immer lacht (immer lacht, immer lacht)
Die immer Lacht
Die immer Lacht immer lacht, immer lacht
Oh, die immer lacht
Oh, die immer lacht (immer lacht, immer lacht, immer lacht)

Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, die immer lacht (immer lacht, immer lacht, immer lacht)"
Wir sind gross,Mark Foster,"Immer da, wenn alle Stricke reißen
Einfach so, wir müssen nichts beweisen
Ich tret’ in die Pedale, du hältst mein’ Rücken
Fahrrad aus'm Park, erst morgen früh zurückbrinen
Zeit ist knapp, wir sind verschwenderisch
Man sagt, nichts hält für immer, doch ey, warum denn nicht?
Was sagt der Rest der Bande? Macht es Sinn?
Wie’s war, weiß ich morgen okay, K.O.mm, lass da hin

Wir können das Buch selber schreiben
Es gibt genug freie Seiten
Für immer bunteste Zeiten
Ich weiß, für uns wird’s so bleiben

Wir fliegen weg, denn wir leben hoch
Gewinnen alles und gehen K.O.
Wir brechen auf, lass sie leiden, los
Die Welt ist klein und wir sind groß
Und für uns bleibt das so
Für immer jung und zeitlos
Wir fliegen weg, denn wir leben hoch
Die Welt ist klein und wir sind groß

Immer da, ohne Rückspiegel
Keine Fragen, einfach mitziehen
Dir fallen dir Augen zu dann gib das Steuer her
Durchströmen Richtung Süden und wir sehen das Meer
Unsre besten Fehler, ich lass’ sie laminieren
Pack’ sie in die Jeans, trag’ sie nah bei mir
Lass uns rauf auf's Dach, da ist der Himmel näher
Ey, die Zeit ist knapp, zusammen haben wir mehr

Wir können das Buch selber schreiben
Es gibt genug freie Seiten
Für immer bunteste Zeiten
Ich weiß, für uns wird’s so bleiben

Wir fliegen weg, denn wir leben hoch
Gewinnen alles und gehen K.O.
Wir brechen auf, lass sie leiden, los
Die Welt ist klein und wir sind groß
Und für uns bleibt das so
Für immer jung und zeitlos
Wir fliegen weg, denn wir leben hoch
Die Welt ist klein und wir sind groß

Hoch, hoch
Die Welt ist klein und wir sind groß
Hoch, hoch
Wir sind groß
Hoch, hoch
Für immer jung und zeitlos
Hoch, hoch
Die Welt ist klein und wir sind groß

Wir fliegen weg, denn wir leben hoch
Gewinnen alles und gehen K.O.
Wir brechen auf, lass sie leiden, los
Die Welt ist klein und wir sind groß
Und für uns bleibt das so
Für immer jung und zeitlos
Wir fliegen weg, denn wir leben hoch
Die Welt ist klein und wir sind groß"
Hulapalu,Andreas Gabalier,"Hodiodioooodiooodie 
Hodiodioooodiooodie 
Hodiodioooodiooodie 
Hodiodiodieee

Happy Hour, mittn in da Nocht
Sexy olles danzt olles locht
Vierzig Grad am Dancefloor
Hulapalu sogst du in mei Ohr

Wos is denn Hulapalu, wos ghead denn do dazu? 
Mocht ma beim Hulapalu vielleicht die Augn zu? 
Kann ma beim Hulapalu die Sterndal sehn 
Sog mir wie sui des gehn?

Hodiodioooodiooodie
Hodiodioooodiooodie
Hodiodioooodiooodie
Hodiodiodieee

„Du“ host du gsogt und „fu“ hob i gedocht 
Wos nur du mit mir mochst wenn nur du fia mi lochst
I und du und nur der Mond schaun zu 
Dann sogst du Hulapalu
Hulapalu, Hulapalu

Wos is denn Hulapalu sog mir wo kumt des her
Wie schreibt ma Hulapalu wos is des bitte sehr?
I glaub nur Hulapalu is net ganz jugendfrei
Du sogst nur wos is schon dabei?

Hodiodioooodiooodie
Hodiodioooodiooodie
Hodiodioooodiooodie
Hodiodiodieee

Du host du gsogt und gfrogt hob i gedochht 
Wos nur du mit mir mochst wenn nur du fia mi lochst
I und du und nur der Mond schaun zu dann sogst du Hulapalu
Du host du gsogt und gfrogt hob i gedacht wos 
Nur du mit mir mochst wenn nur du fia mi lochst
I und du und nur der Mond schaun zu dann sogst du Hulapalu

Hodiodioooodiooodie (Hulapalu)
Hodiodioooodiooodie
Hodiodioooodiooodie
Hodiodiodieee"
80 Millionen,Max Giesinger,"Da wo ich herkomm' wohnen eintausend Menschen
Im Ort daneben schon zweimal so viel
300.000 in der nächsten Großstadt
Und bald vier Millionen in Berlin
Ich war die letzten 5 Jahre alleine
Hab nach dem Sechser im Lotto gesucht
Sieben Nächte die Woche zu wenig gepennt
Wie auf ner Achterbahn im Dauerflug

So weit gekommen und so viel gesehen
So viel passiert, das wir nicht verstehen
Ich weiß es nicht, doch ich frag' es mich schon
Wie hast du mich gefunden?
Einer von 80 Millionen

Hier war das Ufer unserer Begegnung
Du warst schon draußen und kamst nochmal zurück
Du sagtest ""Hi!"" und mir fehlten die Worte
War alles anders mit einem Augenblick
Ich war nie gut in Wahrscheinlichkeitsrechnung
Aber das hier hab sogar ich kapiert
Die Chance, dass wir beide uns treffen
Ging gegen Null und doch stehen wir jetzt hier

So weit gekommen und so viel gesehen
So viel passiert, das wir nicht verstehen
Ich weiß es nicht, doch ich frag' es mich schon
Wie hast du mich gefunden?
Einer von 80 Millionen

Wenn wir uns begegnen, dann leuchten wir auf wie Kometen
Wenn wir uns begegnen, dann leuchten wir auf wie Kometen
Wenn wir uns begegnen, dann leuchten wir, leuchten wir, leuchten wir...

So weit gekommen und so viel gesehen
So viel passiert, das wir nicht verstehen
Ich weiß es nicht, doch ich frag' es mich schon
Wie hast du mich gefunden?
Einer von 80 Millionen

(Wenn wir uns begegnen, dann leuchten wir auf wie Kometen)
Einer von 80 Millionen
(Wenn wir uns begegnen, dann leuchten wir auf wie Kometen)
Einer von 80 Millionen
(Wenn wir uns begegnen, dann leuchten wir auf wie Kometen)
Ich weiß es nicht, doch ich frag' es mich schon
Wie hast du mich gefunden?
Einer von 80 Millionen"
Ahnma,Beginner feat. Gzuz & Gentleman,"Ey yo, ich komm' mit großem Herz und Pauken und Trompeten
Für die Obernerds und die saufenden Proleten
Die Messdiener, Crackdealer, Alt-68er
Alle sind happy, denn der Testsieger rappt wieder
Eizi Eiz, heißer Scheiß
Jeder, den du kennst, kennt eine meiner Lines
Hammertyp, Hammerflow, Hammersprüche
Darum hängt mein Bild in Marsimotos Mamas Küche
Schreib' Gedichte, schreib' damit Geschichte
Jeder, der mich disste, ist bereits Geschichte
Alter, ich kam schon mit ""K Zwo"" und ""Hammerhart""
Als ihr noch irgendwo im Sack von euerm Vadder wart
Der Veteran von der Reeperbahn
Hab' Hamburg hinter mir, als wär' ich Uwe Seeler, Mann
Und die Sonnenbrille, sie ist am Start, Baby
Sie ist der letzte Rest Privatsphäre

[Gzuz:]
Was los, Digga, ahnma'
Wie wir gucken, wie wir labern
Jeder sagt ""Digga"" heutzutage
Wir packen Hamburg wieder auf die Karte
Was los, Digga, ahnma'
Wie wir gucken, wie wir labern
Jeder sagt ""Digga"" heutzutage
Wir packen Hamburg wieder auf die Karte

[Gentleman:]
Dem can't get we out
No matter how dem gon' shout
Da one ya name trample all doubt
Dem can't get we out
Still around, still I move the crowd
From Hamburg way down to south
Dem can't get we out
No matter how dem gon' shout
Da one ya name trample all doubt
Dem can't get we out
Still around, still I move the crowd
From Hamburg way down to south

[Denyo:]
Ich komm' mit großem Herz, dickem Kopf und kleinem Bauch
Wortgewalttätig, aber masterpiece-ig drauf
Triple-A Pass, Fremd im eigenen Land
Fette Anlageberater, Afrodeutsche Bank
Denyo, ich komme rein
Halt' 'ne Basspredigt und die Sonne scheint
Was Rap ist in 'ner Sinnkrise?
Guck, wie ich es hinbiege mit Armen wie Tim Wiese
Ist 'n positiver Film, den ich schieb', Typ
Vom Eppendorfer Weg bis zur Beatstreet
Hier kommt die Band mit Geschmack
Wenn jeder Jens-Peter einen auf Endgegner macht
Und irgendwo zwischen Itzehoe und Idaho
Kommt noch einer mit ""Jason Derulo featuring Tyga""-Flow
Is' leider so, vor uns 'n Haufen Scherben
Doch wir lassen uns die legendäre Stimmung nicht verderben

[Gzuz:]
Was los, Digga, ahnma'
Wie wir gucken, wie wir labern
Jeder sagt ""Digga"" heutzutage
Wir packen Hamburg wieder auf die Karte
Was los, Digga, ahnma'
Wie wir gucken, wie wir labern
Jeder sagt ""Digga"" heutzutage
Wir packen Hamburg wieder auf die Karte

[Gentleman:]
Dem can't get we out
No matter how dem gon' shout
Da one ya name trample all doubt
Dem can't get we out
Still around, still I move the crowd
From Hamburg way down to south
Dem can't get we out
No matter how dem gon' shout
Da one ya name trample all doubt
Dem can't get we out
Still around, still I move the crowd
From Hamburg way down to south"
